code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,sp_abrev,especie
AL063003,AL,180.97949450000002,PINUS HALEPENSIS,1103.94,1033,1178,1low,12827.84,37.778,-2.22636,NA,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063004,AL,259.56598990000003,PINUS HALEPENSIS,1133.89,1022,1206,1low,14729.2,37.76144,-2.21202,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063005,AL,12.3950923,PINUS HALEPENSIS,1164.55,1106,1192,1low,3468.53,37.76503,-2.23613,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063006,AL,46.0502575,PINUS HALEPENSIS,1146.24,1048,1209,1low,8548.42,37.7559,-2.21361,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063007,AL,44.775843300000005,PINUS HALEPENSIS,1116.75,1048,1187,1low,7405.51,37.75471,-2.21588,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063008,AL,22.4461354,PINUS HALEPENSIS,1206.56,1172,1227,2medium,3853.72,37.74738,-2.24752,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063009,AL,297.9391438,PINUS HALEPENSIS,1200.9,1106,1267,2medium,21652.2,37.72947,-2.23679,NA,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063010,AL,115.3149498,PINUS HALEPENSIS,1140.02,1053,1216,1low,10386.04,37.7374,-2.2192,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063011,AL,53.98466559999999,PINUS HALEPENSIS,1172.12,1133,1230,1low,7007.76,37.73262,-2.2435,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063012,AL,36.6373447,PINUS HALEPENSIS,1111.3,1056,1164,1low,6837.25,37.73152,-2.20743,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063013,AL,169.00986310000002,PINUS HALEPENSIS,1152.28,1050,1270,1low,22154.95,37.72176,-2.19894,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063014,AL,1314.1283019999998,PINUS HALEPENSIS,1294.65,1133,1849,2medium,28692.78,37.69754,-2.22458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063015,AL,173.28776159999998,PINUS HALEPENSIS,1240.73,1161,1324,2medium,11046.82,37.71308,-2.18254,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063016,AL,176.21760179999998,PINUS HALEPENSIS,1313.85,1186,1524,2medium,9746.12,37.69734,-2.14652,4,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063017,AL,267.29767400000003,PINUS HALEPENSIS,1438.05,1253,1685,2medium,13658.73,37.69084,-2.17506,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,phale,P. halepensis
AL063018,AL,318.0063102,PINUS HALEPENSIS,1146.63,1063,1605,1low,11929.73,37.68489,-2.27284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,phale,P. halepensis
AL063019,AL,36.317693199999994,PINUS HALEPENSIS,1340.74,1238,1464,2medium,2628.06,37.69686,-2.13908,4,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL063020,AL,27.5461816,PINUS HALEPENSIS,1374.77,1255,1519,2medium,2648.02,37.69313,-2.21052,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,phale,P. halepensis
AL063021,AL,51.9812786,PINUS HALEPENSIS,1422.08,1293,1629,2medium,4555.77,37.691160000000004,-2.19656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,phale,P. halepensis
AL063022,AL,43.9570459,PINUS NIGRA SSP SALZM.,1624.15,1544,1721,2medium,5841.16,37.68415,-2.17496,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,pnig_sal,P. nigra
AL065001,AL,151.6486983,PINUS HALEPENSIS,961.95,704,1175,1low,16454.93,37.10804,-2.69649,3,0,0,0,1,3,3,2,0,1,1,1,0,0,0,0,0,2,2,1,0,1,2,3,3,1,0,phale,P. halepensis
AL065002,AL,351.5547325,PINUS HALEPENSIS,851.01,527,1240,1low,31027.45,37.09158,-2.65837,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,phale,P. halepensis
AL065003,AL,12.4467802,PINUS HALEPENSIS,1058.49,1007,1130,1low,1617.46,37.09955,-2.69407,3,0,0,0,1,3,3,2,0,NA,0,0,NA,NA,0,0,0,1,0,0,0,1,1,2,1,1,0,phale,P. halepensis
AL065004,AL,274.76116030000003,PINUS HALEPENSIS,1196.56,895,1403,1low,16910.79,37.08879,-2.68401,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,1,1,2,1,1,1,phale,P. halepensis
AL067001,AL,175.4509683,PINUS NIGRA SSP AUSTR.,1748.13,1574,1963,3high,13901.97,37.07664,-2.77209,2,4,0,0,2,3,2,0,0,NA,1,NA,NA,NA,0,0,0,0,2,3,0,0,0,1,0,2,2,pnig_aus,P. nigra
AL067002,AL,211.1354052,PINUS SYLVESTRIS,1879.61,1668,2124,3high,11271.45,37.07503,-2.78482,2,1,0,0,1,1,2,0,0,NA,0,NA,NA,NA,1,0,0,0,2,3,0,0,0,1,0,0,2,psylv,P. sylvestris
AL067003,AL,36.486615,PINUS PINASTER,1537.39,1409,1599,2medium,3804.39,37.07504,-2.75768,2,1,0,0,1,2,2,0,0,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,ppinas,P. pinaster
AL067004,AL,40.850472700000005,PINUS PINASTER,1423.98,1345,1500,2medium,4587.53,37.06726,-2.75466,2,1,0,0,1,2,2,0,0,1,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
AL067005,AL,93.93552460000001,PINUS PINASTER,1578.65,1467,1755,2medium,6338.42,37.0645,-2.75946,2,1,0,0,1,2,2,0,0,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,ppinas,P. pinaster
AL067006,AL,24.6826312,PINUS PINASTER,1543.07,1452,1657,2medium,1934.8,37.06291,-2.77796,NA,1,0,0,1,2,2,0,0,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
AL067007,AL,15.6950791,PINUS PINASTER,1416.13,1334,1481,2medium,2682.5,37.05882,-2.77544,NA,1,0,0,1,2,2,0,0,1,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
AL068001,AL,535.5942068,PINUS NIGRA SSP AUSTR.,1707.66,1321,2048,3high,17715,37.20195,-2.51212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,2,3,0,2,1,0,0,0,0,4,3,3,3,pnig_aus,P. nigra
AL068002,AL,345.9387968,PINUS HALEPENSIS,1357.66,1145,1551,2medium,11689.27,37.19237,-2.51296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,phale,P. halepensis
AL068003,AL,222.614279,NA,910.89,711,1109,1low,19432.32,37.14009,-2.46249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,2,2,2,4,4,4,4,1,NA,NA
AL069001,AL,516.5714783,PINUS HALEPENSIS,922.38,543,1161,1low,18791.15,37.40615,-2.31383,NA,0,0,0,0,0,0,NA,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,phale,P. halepensis
AL069002,AL,81.9681709,PINUS HALEPENSIS,884.71,691,1111,1low,4087.96,37.40681,-2.29872,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,phale,P. halepensis
AL069003,AL,106.583955,PINUS HALEPENSIS,577.9,522,640,0verylow,6353.69,37.38431,-2.30332,NA,2,4,2,1,1,3,NA,0,1,2,2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phale,P. halepensis
AL070001,AL,338.5934219,PINUS HALEPENSIS,1270.18,1167,1370,2medium,10062.16,37.51284,-2.32411,NA,0,0,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL070002,AL,169.977749,PINUS HALEPENSIS,1164.34,948,1293,1low,8069.95,37.5142,-2.23456,NA,0,0,0,4,1,1,3,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL070003,AL,168.4355678,PINUS HALEPENSIS,1188.94,1045,1366,1low,8768.6,37.51483,-2.28075,NA,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL070004,AL,141.9008408,PINUS PINASTER,1327.02,1220,1436,2medium,6993.82,37.50375,-2.32979,NA,NA,NA,NA,5,3,0,0,0,0,2,3,2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
AL070005,AL,349.4431311,PINUS HALEPENSIS,1091.53,883,1296,1low,19256.04,37.50112,-2.21987,NA,NA,0,0,3,1,1,1,0,NA,2,3,NA,0,1,3,1,1,1,1,1,1,1,3,2,2,2,phale,P. halepensis
AL070006,AL,444.49540319999994,PINUS PINASTER,1191.1,1032,1389,1low,13463.53,37.50051,-2.28522,NA,2,0,0,2,4,0,0,0,NA,3,0,0,0,1,3,1,1,1,1,1,1,1,2,2,1,1,ppinas,P. pinaster
AL070007,AL,151.7644526,PINUS HALEPENSIS,1056.05,957,1140,1low,9736.49,37.48863,-2.26623,NA,1,0,1,0,1,2,0,0,NA,2,0,0,0,0,2,3,1,1,1,1,1,2,3,2,1,1,phale,P. halepensis
AL070008,AL,10.5230889,PINUS HALEPENSIS,934.95,895,983,1low,1510.5,37.493,-2.19511,NA,NA,2,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL070009,AL,122.29835609999999,PINUS HALEPENSIS,1000.33,878,1132,1low,5528.98,37.42774,-2.32352,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL070010,AL,74.5555031,PINUS HALEPENSIS,1205.82,1131,1284,2medium,4069.37,37.50187,-2.31125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL070011,AL,20.9197774,PINUS HALEPENSIS,1260.07,1183,1345,2medium,3116.72,37.50668,-2.30828,NA,NA,NA,NA,5,3,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL071001,AL,61.450376399999996,PINUS NIGRA SSP SALZM.,983.5,795,1215,1low,6879.37,36.97665,-2.75437,NA,0,1,1,1,1,0,0,1,1,3,0,0,0,1,0,0,1,1,1,1,1,1,2,2,2,2,pnig_sal,P. nigra
AL071002,AL,31.734302000000003,PINUS HALEPENSIS,1061.51,903,1201,1low,3966.15,36.97453,-2.75301,NA,0,1,1,1,1,0,0,0,0,3,0,0,0,1,0,0,1,1,1,1,1,1,2,2,2,2,phale,P. halepensis
AL071003,AL,39.322451400000006,PINUS NIGRA SSP SALZM.,1424.38,1227,1549,2medium,4255.89,36.9489,-2.7799,NA,0,0,0,2,3,2,1,1,1,3,0,0,2,1,1,1,1,1,3,1,1,1,2,2,NA,2,pnig_sal,P. nigra
AL071004,AL,180.3737746,PINUS NIGRA SSP SALZM.,1633.27,1397,1771,2medium,7303.78,36.93007,-2.79035,NA,1,3,1,2,4,2,1,0,2,3,0,0,2,1,2,1,1,2,3,0,0,0,3,3,3,2,pnig_sal,P. nigra
AL073001,AL,252.7970775,PINUS SYLVESTRIS,2174.31,1889,2347,3high,8150.29,37.0895,-2.96567,NA,NA,NA,NA,NA,1,1,0,0,NA,1,1,NA,NA,1,0,0,0,2,2,2,1,1,1,0,NA,2,psylv,P. sylvestris
AL073002,AL,121.961919,PINUS SYLVESTRIS,1976.75,1822,2154,3high,9767.47,37.0585,-2.92782,0,0,0,0,0,1,1,0,0,NA,1,1,1,0,0,0,0,0,1,2,2,2,2,2,0,2,1,psylv,P. sylvestris
AL073003,AL,322.6380251,PINUS SYLVESTRIS,2016.54,1688,2285,3high,17955.96,37.06987,-2.97013,3,0,0,0,0,3,1,0,0,NA,1,2,NA,NA,1,1,0,0,1,3,2,1,1,1,0,2,2,psylv,P. sylvestris
AL073004,AL,94.4418307,PINUS SYLVESTRIS,1850.75,1675,2030,3high,7153.66,37.06653,-2.96209,0,0,0,0,1,3,1,0,0,NA,1,2,NA,NA,1,1,0,0,2,2,2,1,1,2,0,NA,1,psylv,P. sylvestris
AL073005,AL,124.87035139999999,PINUS NIGRA SSP AUSTR.,1822.87,1681,1984,3high,11847.52,37.04647,-2.96691,3,0,0,0,0,3,1,0,0,NA,1,2,NA,NA,0,1,0,0,2,3,1,1,1,1,0,2,1,pnig_aus,P. nigra
AL073006,AL,241.59295440000002,PINUS SYLVESTRIS,1642.05,1289,1954,2medium,14435.63,37.04071,-2.93165,3,1,0,0,1,3,3,1,0,0,1,1,1,0,0,1,0,0,1,2,2,2,2,2,0,1,1,psylv,P. sylvestris
AL073007,AL,204.84152890000001,PINUS SYLVESTRIS,1456.21,1218,1707,2medium,11313.97,37.02507,-2.92511,3,0,0,0,2,3,2,1,0,0,1,2,2,0,0,0,0,0,1,2,2,2,1,1,0,1,1,psylv,P. sylvestris
AL073008,AL,296.0899773,PINUS SYLVESTRIS,2103.18,1784,2348,3high,18373.33,37.08565,-2.94331,0,0,0,0,0,1,1,0,0,NA,1,NA,NA,NA,0,0,0,0,1,3,1,1,1,1,0,NA,2,psylv,P. sylvestris
AL073009,AL,60.39166289999999,PINUS SYLVESTRIS,1654.41,1541,1991,2medium,8536.65,37.04624,-2.95936,3,0,0,0,0,3,1,0,0,NA,1,2,3,0,0,0,0,0,1,3,2,1,1,2,0,1,2,psylv,P. sylvestris
AL074001,AL,284.78551469999996,PINUS HALEPENSIS,1081.1,703,1327,1low,8493.48,36.98188,-2.39042,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL074002,AL,42.872212,PINUS HALEPENSIS,1147.67,933,1279,1low,2963.26,36.98211,-2.36961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL076001,AL,75.3180309,PINUS HALEPENSIS,1186.36,1127,1268,1low,3894.47,37.45437,-2.38315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL076002,AL,55.7374546,PINUS HALEPENSIS,1063.59,976,1159,1low,3998.81,37.42569,-2.33262,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL076003,AL,82.6051713,PINUS HALEPENSIS,984.7,868,1108,1low,7291.79,37.42444,-2.33919,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL076004,AL,17.6999857,PINUS HALEPENSIS,968.94,906,1033,1low,1911.68,37.4282,-2.33936,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL076005,AL,62.6703706,PINUS HALEPENSIS,1055.42,921,1153,1low,6622.69,37.42355,-2.36593,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL076006,AL,61.3996147,PINUS HALEPENSIS,1058.9,969,1167,1low,4200.19,37.42353,-2.37904,NA,5,3,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL076007,AL,87.9014648,PINUS HALEPENSIS,1040.26,849,1130,1low,5937.24,37.41787,-2.3503,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL076008,AL,55.453957200000005,PINUS HALEPENSIS,1031.13,916,1143,1low,3648.95,37.41941,-2.37177,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL076009,AL,776.2520539,PINUS HALEPENSIS,581.79,472,766,0verylow,25655.11,37.34552,-2.3468,NA,0,0,1,2,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,2,2,1,phale,P. halepensis
AL076010,AL,19.9751163,PINUS HALEPENSIS,632.22,580,701,1low,2535.55,37.3469,-2.39405,NA,5,0,NA,1,2,0,0,1,1,1,1,0,1,0,2,2,1,1,0,1,1,1,5,5,2,1,phale,P. halepensis
AL076011,AL,243.280486,PINUS HALEPENSIS,833.55,608,1153,1low,11715.31,37.32603,-2.36698,NA,0,0,1,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,phale,P. halepensis
AL076012,AL,67.70051260000001,PINUS HALEPENSIS,740.68,639,922,1low,5907.14,37.32659,-2.35689,NA,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,phale,P. halepensis
AL076013,AL,19.1792605,PINUS HALEPENSIS,1014.28,860,1125,1low,3346.81,37.32008,-2.37172,NA,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,phale,P. halepensis
AL076014,AL,87.3414775,PINUS HALEPENSIS,970.03,727,1166,1low,5739.55,37.31676,-2.35186,NA,0,0,NA,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,phale,P. halepensis
AL076015,AL,54.3893829,PINUS PINASTER,882.37,737,1067,1low,4900.87,37.31541,-2.36114,NA,0,0,0,2,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,ppinas,P. pinaster
AL076016,AL,146.9309264,PINUS HALEPENSIS,1110.8,813,1437,1low,5586.66,37.30745,-2.35772,NA,0,0,0,1,2,0,0,1,1,2,0,0,1,1,1,1,1,1,0,0,0,0,1,3,2,1,phale,P. halepensis
AL076017,AL,22.2502946,NA,601.75,570,639,1low,5941.46,37.35092,-2.38339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,1,2,2,5,5,2,1,NA,NA
AL077001,AL,261.43184959999996,PINUS HALEPENSIS,714.78,523,1148,1low,12079.34,36.98524,-2.68379,NA,NA,1,1,0,1,2,NA,1,1,0,1,NA,0,0,1,1,0,0,0,0,0,0,1,1,1,1,phale,P. halepensis
AL077002,AL,495.67121560000004,PINUS PINEA,1092.06,872,1362,1low,13439.93,36.96817,-2.7026,NA,NA,2,1,1,2,2,NA,1,0,1,3,NA,0,0,2,1,1,1,1,0,1,1,1,1,1,1,ppinea,P. pinea
AL077003,AL,73.7572146,PINUS HALEPENSIS,933.98,713,1159,1low,4401.78,36.97856,-2.6861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,2,1,1,1,1,1,1,1,1,1,1,1,phale,P. halepensis
AL078001,AL,307.295145,PINUS HALEPENSIS,844.87,573,1161,1low,12438.36,36.98389,-2.41334,NA,NA,NA,NA,NA,1,0,0,0,0,1,2,0,0,NA,0,2,2,1,0,1,1,1,3,1,1,0,phale,P. halepensis
AL078002,AL,10.5957498,PINUS HALEPENSIS,591.91,550,654,0verylow,2137.6,36.96614,-2.41024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,1,0,0,3,1,0,0,phale,P. halepensis
AL078003,AL,17.433069800000002,PINUS HALEPENSIS,701.89,589,907,1low,3289.78,36.97019,-2.40902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,1,0,0,2,1,0,0,phale,P. halepensis
AL080001,AL,679.2131277999999,PINUS HALEPENSIS,623.67,458,770,1low,13283.14,37.04958,-2.55993,NA,NA,NA,NA,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,phale,P. halepensis
AL080002,AL,173.8356153,PINUS HALEPENSIS,583.43,504,667,0verylow,9076.57,37.04503,-2.57825,NA,NA,NA,NA,3,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,1,0,1,1,1,0,2,phale,P. halepensis
AL081001,AL,127.2464693,PINUS HALEPENSIS,302.03,226,424,0verylow,6161.1,36.9797,-2.53548,NA,4,4,0,0,1,0,3,0,2,2,3,0,0,0,2,2,2,1,1,0,1,1,3,1,0,0,phale,P. halepensis
AL082001,AL,16.2618637,PINUS HALEPENSIS,1569.07,1515,1615,2medium,1975.21,37.25539,-2.36571,NA,0,0,2,1,1,1,0,0,2,1,NA,0,0,0,0,0,1,1,1,0,0,1,1,1,2,2,phale,P. halepensis
AL082002,AL,186.0591336,PINUS PINASTER,1670.63,1496,1788,2medium,6137.13,37.2323,-2.3638,NA,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,2,2,1,1,0,0,0,3,3,2,2,ppinas,P. pinaster
AL082003,AL,49.0003767,PINUS PINASTER,1637.86,1552,1737,2medium,4400.16,37.22578,-2.35594,NA,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,2,2,1,1,0,0,2,1,2,2,2,ppinas,P. pinaster
AL082004,AL,64.6836669,PINUS NIGRA SSP SALZM.,1696.29,1602,1775,2medium,4622.24,37.2217,-2.36743,NA,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,2,2,2,0,1,1,1,1,2,2,pnig_sal,P. nigra
AL082005,AL,94.42159869999999,PINUS NIGRA SSP SALZM.,1488.8,1129,1654,2medium,6955.02,37.21735,-2.34576,NA,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,2,0,1,0,1,0,1,1,2,1,pnig_sal,P. nigra
AL083001,AL,42.0565644,PINUS HALEPENSIS,1042.55,998,1092,1low,5353.52,37.39141,-2.56015,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,2,3,1,2,3,4,2,1,2,2,3,2,3,3,2,2,phale,P. halepensis
AL083002,AL,35.047655,PINUS HALEPENSIS,866.22,813,908,1low,2767.02,37.36947,-2.52512,NA,0,1,0,2,3,1,0,0,2,2,2,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,phale,P. halepensis
AL083003,AL,10.899943200000001,PINUS HALEPENSIS,846.51,813,890,1low,1645.13,37.36922,-2.52102,NA,0,1,1,2,4,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,phale,P. halepensis
AL083004,AL,77.5628738,PINUS HALEPENSIS,850.28,788,909,1low,7562.96,37.36487,-2.52749,NA,0,2,1,2,4,1,0,0,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,phale,P. halepensis
AL083005,AL,27.871424400000002,PINUS HALEPENSIS,823.64,761,878,1low,4258.62,37.36251,-2.51775,NA,NA,NA,1,2,3,1,0,1,2,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,phale,P. halepensis
AL083006,AL,12.7333518,PINUS HALEPENSIS,932.53,849,984,1low,2440.35,37.34426,-2.557,NA,NA,NA,NA,NA,NA,0,2,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,phale,P. halepensis
AL083007,AL,263.2215637,PINUS HALEPENSIS,1024.94,816,1295,1low,22751.81,37.32984,-2.54002,NA,1,2,0,0,5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,phale,P. halepensis
AL083008,AL,55.052108700000005,PINUS HALEPENSIS,973.16,850,1100,1low,5084.23,37.33252,-2.51132,NA,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,phale,P. halepensis
AL083009,AL,224.015481,PINUS HALEPENSIS,1180.41,900,1539,1low,30917.81,37.32035,-2.55607,NA,0,0,3,0,1,0,0,0,NA,3,2,0,0,1,1,0,2,1,0,0,0,0,1,0,0,1,phale,P. halepensis
AL083010,AL,13.4513715,PINUS HALEPENSIS,1013.19,917,1078,1low,1655.2,37.32928,-2.48698,NA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL083011,AL,91.7386041,PINUS HALEPENSIS,1159.34,1036,1241,1low,6816.35,37.32374,-2.5243,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,phale,P. halepensis
AL083012,AL,107.3497707,PINUS HALEPENSIS,1141.76,922,1301,1low,8354.04,37.31647,-2.55959,NA,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL083013,AL,89.171476,PINUS HALEPENSIS,1282.9,1167,1452,2medium,8203.07,37.31462,-2.48522,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL083014,AL,57.4900002,PINUS HALEPENSIS,1315.85,1108,1450,2medium,4458.16,37.31348,-2.50371,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL083015,AL,46.8810367,PINUS HALEPENSIS,1338.18,1159,1503,2medium,5281.65,37.31282,-2.49839,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL083016,AL,23.9779098,PINUS HALEPENSIS,1219.83,1113,1384,2medium,2466.2,37.31324,-2.5077,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL083017,AL,150.7586288,PINUS NIGRA SSP SALZM.,1601.2,1266,1807,2medium,10620.29,37.29781,-2.49564,NA,NA,NA,NA,3,3,2,0,0,1,3,0,0,0,0,2,0,0,2,2,0,0,0,2,0,3,2,pnig_sal,P. nigra
